Date,Open,High,Low,Close,Volume,Adj Close
2015-12-14,3711.32,3767.91,3685.44,3767.91,000,3767.91
2015-12-07,3687.61,3687.61,3608.06,3608.06,000,3608.06
2015-11-30,3566.41,3749.30,3566.41,3677.59,000,3677.59
2015-11-23,3753.33,3781.61,3556.99,3556.99,000,3556.99
2015-11-16,3764.13,3774.97,3715.58,3774.38,000,3774.38
2015-11-09,3840.35,3840.35,3746.24,3746.24,000,3746.24
2015-11-02,3475.96,3793.37,3465.49,3793.37,000,3793.37
2015-10-26,3589.26,3592.88,3524.92,3534.08,000,3534.08
2015-10-19,3534.18,3577.70,3473.25,3571.24,000,3571.24
2015-10-12,3447.69,3534.06,3406.11,3534.06,000,3534.06
2015-09-28,3242.75,3340.12,3178.85,3340.12,000,3340.12
2015-09-21,3308.25,3339.03,3231.95,3231.95,000,3231.95
2015-09-14,3281.13,3309.25,3152.23,3251.27,000,3251.27
2015-09-07,3250.49,3399.30,3250.49,3347.19,000,3347.19
2015-08-31,3366.54,3366.54,3362.08,3365.83,000,3365.83
2015-08-24,3275.53,3342.29,3025.69,3342.29,000,3342.29
2015-08-17,4077.87,4077.87,3589.54,3589.54,000,3589.54
2015-08-10,4084.36,4084.36,4016.13,4073.54,000,4073.54
2015-08-03,3829.24,3948.16,3829.24,3906.95,000,3906.95
2015-07-27,3818.73,3930.38,3811.09,3816.70,000,3816.70
2015-07-20,4160.61,4250.81,4157.16,4176.28,000,4176.28
2015-07-13,4211.81,4211.81,3966.76,4151.50,000,4151.50
2015-07-06,3998.54,4106.56,3663.04,4106.56,000,4106.56
2015-06-29,4191.55,4473.00,3885.92,3885.92,000,3885.92
2015-06-23,4786.09,4880.13,4336.19,4336.19,000,4336.19
2015-06-15,5221.17,5221.17,4637.05,4637.05,000,4637.05
2015-06-08,5353.75,5353.75,5306.59,5335.12,000,5335.12
2015-06-01,5076.18,5230.55,5076.18,5230.55,000,5230.55
2015-05-25,5099.50,5198.92,4834.01,4840.83,000,4840.83
2015-05-18,4575.14,4951.33,4575.14,4951.33,000,4951.33
2015-05-11,4690.53,4747.42,4617.47,4617.47,000,4617.47
2015-05-04,4787.74,4787.74,4470.09,4558.40,000,4558.40
2015-04-27,4807.59,4807.59,4741.86,4749.89,000,4749.89
2015-04-20,4521.92,4740.89,4521.92,4702.64,000,4702.64
2015-04-13,4421.07,4596.14,4380.51,4596.14,000,4596.14
2015-04-07,4260.04,4344.42,4260.04,4344.42,000,4344.42
2015-03-30,4088.18,4170.54,4051.20,4170.54,000,4170.54
2015-03-23,3972.06,3973.05,3940.41,3971.70,000,3971.70
2015-03-16,3705.67,3892.57,3705.67,3892.57,000,3892.57
2015-03-09,3537.75,3617.66,3520.61,3617.66,000,3617.66
2015-03-02,3601.26,3601.26,3478.52,3478.52,000,3478.52
2015-02-16,3499.48,3572.84,3478.73,3572.84,000,3572.84
2015-02-09,3345.92,3469.83,3345.92,3469.83,000,3469.83
2015-02-02,3353.96,3437.45,3312.42,3312.42,000,3312.42
2015-01-26,3607.99,3607.99,3434.39,3434.39,000,3434.39
2015-01-19,3355.16,3571.73,3355.16,3571.73,000,3571.73
2015-01-12,3513.58,3635.15,3502.42,3635.15,000,3635.15
2015-01-05,3641.54,3643.79,3546.72,3546.72,000,3546.72
2014-12-29,3455.46,3533.71,3455.46,3533.71,000,3533.71
2014-12-22,3394.48,3445.84,3230.39,3445.84,000,3445.84
2014-12-15,3217.23,3383.17,3217.23,3383.17,000,3383.17
2014-12-08,3252.88,3252.88,3106.91,3193.23,000,3193.23
2014-12-01,2819.81,3124.89,2819.81,3124.89,000,3124.89
2014-11-24,2649.26,2808.82,2649.26,2808.82,000,2808.82
2014-11-17,2567.10,2583.46,2537.10,2583.46,000,2583.46
2014-11-10,2565.73,2594.32,2558.61,2581.09,000,2581.09
2014-11-03,2512.55,2513.17,2502.15,2502.15,000,2502.15
2014-10-27,2368.83,2508.32,2368.83,2508.32,000,2508.32
2014-10-20,2454.71,2454.71,2390.71,2390.71,000,2390.71
2014-10-13,2454.95,2463.87,2441.73,2441.73,000,2441.73
2014-09-29,2447.80,2481.96,2447.80,2466.79,000,2466.79
2014-09-22,2378.92,2441.86,2378.92,2437.20,000,2437.20
2014-09-15,2437.25,2437.25,2388.76,2425.31,000,2425.31
2014-09-09,2445.22,2445.22,2423.45,2438.36,000,2438.36
2014-09-01,2355.32,2449.26,2355.32,2449.26,000,2449.26
2014-08-25,2342.86,2342.86,2311.28,2338.29,000,2338.29
2014-08-18,2374.56,2374.77,2354.24,2365.36,000,2365.36
2014-08-11,2365.35,2365.35,2335.95,2360.64,000,2360.64
2014-08-04,2375.62,2375.62,2327.46,2331.13,000,2331.13
2014-07-28,2323.90,2350.25,2322.01,2329.40,000,2329.40
2014-07-21,2166.29,2260.45,2166.29,2260.45,000,2260.45
2014-07-14,2171.76,2174.98,2157.07,2164.14,000,2164.14
2014-07-07,2176.29,2180.47,2142.85,2148.01,000,2148.01
2014-06-30,2165.12,2180.19,2164.56,2178.70,000,2178.70
2014-06-23,2134.11,2150.26,2133.37,2150.26,000,2150.26
2014-06-16,2191.85,2191.85,2126.91,2136.73,000,2136.73
2014-06-09,2136.29,2176.24,2136.29,2176.24,000,2176.24
2014-06-03,2149.92,2150.60,2128.27,2134.72,000,2134.72
2014-05-26,2155.98,2169.35,2147.28,2156.46,000,2156.46
2014-05-19,2115.14,2148.41,2115.14,2148.41,000,2148.41
2014-05-12,2180.05,2180.05,2144.08,2145.95,000,2145.95
2014-05-05,2156.47,2157.33,2133.91,2133.91,000,2133.91
2014-04-28,2134.97,2158.66,2134.97,2158.66,000,2158.66
2014-04-21,2187.25,2196.79,2167.83,2167.83,000,2167.83
2014-04-14,2268.61,2268.61,2224.48,2224.48,000,2224.48
2014-04-08,2237.32,2273.76,2237.32,2270.67,000,2270.67
2014-03-31,2146.30,2185.47,2146.30,2185.47,000,2185.47
2014-03-24,2176.55,2176.55,2151.97,2151.97,000,2151.97
2014-03-17,2143.04,2158.80,2086.97,2158.80,000,2158.80
2014-03-10,2097.79,2140.33,2097.79,2122.84,000,2122.84
2014-03-03,2190.37,2190.37,2163.98,2168.36,000,2168.36
2014-02-24,2214.51,2214.51,2154.11,2178.97,000,2178.97
2014-02-17,2311.65,2311.65,2264.29,2264.29,000,2264.29
2014-02-10,2267.53,2295.57,2267.53,2295.57,000,2295.57
2014-01-27,2215.92,2227.78,2202.45,2212.48,000,2212.48
2014-01-20,2165.99,2245.68,2165.99,2245.68,000,2245.68
2014-01-13,2193.68,2212.85,2178.49,2178.49,000,2178.49
2014-01-06,2238.64,2241.91,2204.85,2204.85,000,2204.85
2013-12-30,2299.46,2330.03,2290.78,2290.78,000,2290.78
2013-12-23,2284.60,2305.11,2265.33,2303.48,000,2303.48
2013-12-16,2367.92,2367.92,2278.14,2278.14,000,2278.14
2013-12-09,2450.87,2453.32,2406.64,2406.64,000,2406.64
2013-12-02,2418.79,2475.14,2418.79,2452.29,000,2452.29
2013-11-25,2388.63,2439.53,2387.42,2438.94,000,2438.94
2013-11-18,2428.90,2428.90,2397.96,2397.96,000,2397.96
2013-11-11,2315.89,2350.73,2288.12,2350.73,000,2350.73
2013-11-04,2380.45,2383.77,2307.95,2307.95,000,2307.95
2013-10-28,2365.95,2407.47,2365.95,2384.96,000,2384.96
2013-10-21,2468.99,2468.99,2368.56,2368.56,000,2368.56
2013-10-14,2472.54,2472.54,2413.33,2426.05,000,2426.05
2013-09-30,2409.04,2468.51,2409.04,2468.51,000,2468.51
2013-09-23,2472.29,2472.29,2384.44,2394.97,000,2394.97
2013-09-16,2478.39,2478.39,2427.32,2432.51,000,2432.51
2013-09-09,2440.61,2507.46,2440.61,2488.90,000,2488.90
2013-09-02,2320.34,2357.78,2320.34,2357.78,000,2357.78
2013-08-26,2335.62,2340.88,2313.91,2313.91,000,2313.91
2013-08-19,2331.43,2331.43,2286.93,2286.93,000,2286.93
2013-08-12,2352.79,2359.07,2304.14,2304.14,000,2304.14
2013-08-05,2278.33,2293.64,2276.78,2286.01,000,2286.01
2013-07-29,2175.97,2247.26,2175.97,2247.26,000,2247.26
2013-07-22,2202.19,2265.84,2202.19,2224.01,000,2224.01
2013-07-15,2307.30,2317.85,2190.48,2190.48,000,2190.48
2013-07-08,2163.62,2326.69,2162.67,2275.37,000,2275.37
2013-07-01,2213.32,2226.85,2203.83,2226.85,000,2226.85
2013-06-24,2171.21,2200.64,2160.74,2200.64,000,2200.64
2013-06-17,2403.84,2418.75,2317.39,2317.39,000,2317.39
2013-06-13,2395.30,2416.77,2395.30,2416.77,000,2416.77
2013-06-03,2602.62,2602.62,2484.16,2484.16,000,2484.16
2013-05-27,2599.59,2644.36,2599.59,2606.43,000,2606.43
2013-05-20,2609.61,2618.03,2582.85,2597.23,000,2597.23
2013-05-13,2530.77,2592.05,2493.34,2592.05,000,2592.05
2013-05-06,2525.98,2542.80,2525.98,2540.84,000,2540.84
2013-05-02,2449.64,2492.91,2449.64,2492.91,000,2492.91
2013-04-22,2520.73,2520.73,2447.31,2447.31,000,2447.31
2013-04-15,2436.82,2533.83,2436.82,2533.83,000,2533.83
2013-04-08,2472.30,2489.43,2462.11,2462.11,000,2462.11
2013-04-01,2493.19,2493.19,2483.55,2483.55,000,2483.55
2013-03-25,2613.10,2613.10,2495.08,2495.08,000,2495.08
2013-03-18,2502.49,2618.31,2502.49,2618.31,000,2618.31
2013-03-11,2592.37,2592.37,2527.49,2539.87,000,2539.87
2013-03-04,2545.72,2650.20,2545.72,2606.93,000,2606.93
2013-02-25,2604.96,2673.33,2567.59,2668.84,000,2668.84
2013-02-18,2737.47,2737.47,2596.60,2596.60,000,2596.60
2013-02-11,2771.73,2771.73,2771.73,2771.73,000,2771.73
2013-02-04,2748.03,2775.84,2748.03,2771.73,000,2771.73
2013-01-28,2651.86,2743.32,2651.86,2743.32,000,2743.32
2013-01-21,2610.90,2610.90,2571.67,2571.67,000,2571.67
2013-01-14,2577.73,2595.86,2552.76,2595.44,000,2595.44
2013-01-07,2535.99,2535.99,2483.23,2483.23,000,2483.23
2012-12-31,2522.95,2524.41,2522.95,2524.41,000,2524.41
2012-12-24,2381.22,2480.05,2381.22,2480.05,000,2480.05
2012-12-17,2366.70,2384.82,2366.70,2372.00,000,2372.00
2012-12-10,2271.05,2355.86,2242.64,2355.86,000,2355.86
2012-12-03,2108.85,2246.76,2108.85,2246.76,000,2246.76
2012-11-26,2175.60,2175.60,2115.68,2139.66,000,2139.66
2012-11-19,2174.99,2194.90,2164.88,2192.68,000,2192.68
2012-11-12,2251.85,2251.85,2177.24,2177.24,000,2177.24
2012-11-05,2301.88,2301.88,2240.92,2240.92,000,2240.92
2012-10-29,2235.85,2306.77,2235.85,2306.77,000,2306.77
2012-10-22,2341.59,2341.59,2247.91,2247.91,000,2247.91
2012-10-15,2294.86,2336.08,2294.86,2332.47,000,2332.47
2012-10-08,2270.05,2324.12,2270.05,2304.53,000,2304.53
2012-10-01,2293.11,2293.11,2293.11,2293.11,000,2293.11
2012-09-24,2215.52,2293.11,2184.89,2293.11,000,2293.11
2012-09-17,2258.71,2258.71,2195.95,2199.06,000,2199.06
2012-09-10,2326.67,2326.67,2298.46,2315.54,000,2315.54
2012-09-03,2228.37,2317.18,2199.88,2317.18,000,2317.18
2012-08-27,2228.20,2238.41,2204.87,2204.87,000,2204.87
2012-08-20,2301.79,2313.70,2275.68,2275.68,000,2275.68
2012-08-13,2351.93,2357.02,2313.48,2313.48,000,2313.48
2012-08-06,2385.61,2411.70,2385.61,2399.75,000,2399.75
2012-07-30,2335.79,2358.65,2332.92,2353.74,000,2353.74
2012-07-23,2365.43,2375.99,2347.49,2349.11,000,2349.11
2012-07-16,2399.73,2424.32,2398.46,2398.46,000,2398.46
2012-07-09,2416.04,2450.63,2406.71,2450.63,000,2450.63
2012-07-02,2465.24,2472.61,2430.37,2472.61,000,2472.61
2012-06-25,2456.52,2461.61,2425.73,2461.61,000,2461.61
2012-06-18,2581.21,2581.21,2512.19,2512.19,000,2512.19
2012-06-11,2558.26,2580.64,2540.18,2568.05,000,2568.05
2012-06-04,2559.03,2559.03,2524.33,2524.33,000,2524.33
2012-05-28,2614.69,2650.85,2614.69,2633.00,000,2633.00
2012-05-21,2587.23,2627.52,2573.10,2573.10,000,2573.10
2012-05-14,2615.53,2617.37,2573.98,2573.98,000,2573.98
2012-05-07,2717.78,2717.78,2636.92,2636.92,000,2636.92
2012-04-30,2626.16,2715.88,2626.16,2715.88,000,2715.88
2012-04-23,2606.04,2631.49,2604.87,2626.16,000,2626.16
2012-04-16,2574.04,2626.84,2541.88,2626.84,000,2626.84
2012-04-09,2495.15,2580.45,2495.15,2580.45,000,2580.45
2012-04-02,2454.90,2519.83,2454.90,2519.83,000,2519.83
2012-03-26,2555.44,2555.44,2443.12,2454.90,000,2454.90
2012-03-19,2630.01,2630.01,2552.94,2552.94,000,2552.94
2012-03-12,2654.40,2681.07,2585.55,2623.52,000,2623.52
2012-03-05,2662.70,2664.30,2603.00,2664.30,000,2664.30
2012-02-27,2656.57,2679.93,2633.34,2679.93,000,2679.93
2012-02-20,2540.71,2648.02,2540.71,2648.02,000,2648.02
2012-02-13,2531.98,2549.61,2522.11,2537.09,000,2537.09
2012-02-06,2504.32,2533.62,2457.95,2533.62,000,2533.62
2012-01-30,2460.72,2506.09,2428.99,2506.09,000,2506.09
2012-01-23,2504.09,2504.09,2504.09,2504.09,000,2504.09
2012-01-16,2345.65,2504.09,2345.65,2504.09,000,2504.09
2012-01-09,2368.57,2447.35,2368.57,2394.33,000,2394.33
2012-01-02,2345.74,2345.74,2276.39,2290.60,000,2290.60
2011-12-26,2335.70,2345.74,2305.03,2345.74,000,2345.74
2011-12-19,2384.41,2384.41,2339.11,2359.16,000,2359.16
2011-12-12,2477.69,2477.69,2340.79,2390.13,000,2390.13
2011-12-05,2521.39,2528.23,2503.46,2503.46,000,2503.46
2011-11-28,2573.32,2608.57,2521.52,2557.31,000,2557.31
2011-11-21,2609.69,2609.69,2569.97,2569.97,000,2569.97
2011-11-14,2750.20,2750.20,2606.50,2606.50,000,2606.50
2011-11-07,2736.25,2751.65,2695.00,2695.00,000,2695.00
2011-10-31,2695.31,2763.75,2695.31,2763.75,000,2763.75
2011-10-24,2576.67,2709.02,2576.67,2709.02,000,2709.02
2011-10-17,2666.95,2666.95,2507.88,2507.88,000,2507.88
2011-10-10,2557.08,2662.60,2551.99,2653.78,000,2653.78
2011-09-26,2610.92,2637.88,2581.35,2581.35,000,2581.35
2011-09-19,2679.27,2771.01,2669.48,2669.48,000,2669.48
2011-09-13,2720.28,2733.99,2720.28,2733.99,000,2733.99
2011-09-05,2743.82,2779.09,2723.30,2751.09,000,2751.09
2011-08-29,2852.81,2852.81,2803.85,2803.85,000,2803.85
2011-08-22,2777.79,2903.84,2777.79,2901.22,000,2901.22
2011-08-15,2917.88,2917.88,2807.66,2807.66,000,2807.66
2011-08-08,2793.90,2875.36,2793.90,2875.36,000,2875.36
2011-08-01,2977.07,2977.07,2897.42,2897.42,000,2897.42
2011-07-25,2968.29,3000.05,2968.29,2972.08,000,2972.08
2011-07-18,3122.60,3122.60,3059.14,3067.99,000,3067.99
2011-07-11,3113.21,3128.89,3056.91,3128.89,000,3128.89
2011-07-04,3121.98,3122.50,3101.68,3109.18,000,3109.18
2011-06-27,3036.49,3049.75,3000.17,3049.75,000,3049.75
2011-06-20,2874.90,3027.47,2874.90,3027.47,000,3027.47
2011-06-13,2950.35,2993.56,2892.16,2892.16,000,2892.16
2011-06-07,3004.26,3008.65,2951.89,2961.93,000,2961.93
2011-05-30,2954.51,3004.17,2954.51,2986.35,000,2986.35
2011-05-23,3022.98,3026.22,2963.31,2963.31,000,2963.31
2011-05-16,3100.46,3139.38,3100.46,3121.60,000,3121.60
2011-05-09,3129.76,3153.22,3101.60,3128.09,000,3128.09
2011-05-03,3211.13,3211.13,3121.40,3121.40,000,3121.40
2011-04-25,3249.57,3249.57,3161.78,3192.72,000,3192.72
2011-04-18,3358.89,3358.89,3295.76,3299.94,000,3299.94
2011-04-11,3333.43,3372.03,3326.77,3358.94,000,3358.94
2011-04-06,3311.07,3353.36,3311.07,3353.36,000,3353.36
2011-03-28,3290.57,3290.57,3223.29,3272.73,000,3272.73
2011-03-21,3207.11,3294.48,3207.11,3294.48,000,3294.48
2011-03-14,3262.92,3262.92,3197.10,3215.69,000,3215.69
2011-03-07,3334.51,3338.86,3247.38,3247.38,000,3247.38
2011-02-28,3239.56,3270.67,3221.72,3270.67,000,3270.67
2011-02-21,3257.91,3257.91,3163.58,3197.62,000,3197.62
2011-02-14,3219.14,3248.53,3211.88,3211.88,000,3211.88
2011-01-31,3076.51,3120.96,3040.95,3120.96,000,3120.96
2011-01-24,2954.23,3036.74,2938.65,3036.74,000,3036.74
2011-01-17,2974.35,3044.85,2944.71,2983.46,000,2983.46
2011-01-10,3108.19,3142.34,3091.86,3091.86,000,3091.86
2011-01-04,3189.68,3189.68,3159.64,3166.62,000,3166.62
2010-12-27,3099.71,3128.26,3044.93,3128.26,000,3128.26
2010-12-20,3178.66,3249.51,3162.96,3162.96,000,3162.96
2010-12-13,3261.06,3269.47,3225.66,3225.66,000,3225.66
2010-12-06,3165.57,3200.34,3123.37,3161.98,000,3161.98
2010-11-29,3190.05,3190.05,3136.02,3158.16,000,3158.16
2010-11-22,3171.94,3223.48,3107.18,3194.85,000,3194.85
2010-11-15,3314.89,3314.89,3103.91,3178.85,000,3178.85
2010-11-08,3548.57,3548.57,3291.83,3291.83,000,3291.83
2010-11-01,3473.00,3520.80,3420.34,3520.80,000,3520.80
2010-10-25,3481.08,3481.08,3379.98,3379.98,000,3379.98
2010-10-18,3306.16,3396.88,3306.16,3378.66,000,3378.66
2010-10-11,3132.90,3327.68,3132.90,3327.68,000,3327.68
2010-09-27,2905.03,3044.23,2874.81,3044.23,000,3044.23
2010-09-20,2849.83,2857.48,2849.83,2857.48,000,2857.48
2010-09-13,2962.32,2965.01,2857.79,2861.37,000,2861.37
2010-09-06,2975.09,2983.11,2926.46,2932.55,000,2932.55
2010-08-30,2915.01,2921.39,2884.04,2920.21,000,2920.21
2010-08-23,2896.19,2911.83,2843.02,2858.57,000,2858.57
2010-08-16,2922.08,2955.40,2898.33,2898.33,000,2898.33
2010-08-09,2918.24,2918.24,2816.39,2855.55,000,2855.55
2010-08-02,2917.27,2917.27,2850.83,2897.66,000,2897.66
2010-07-26,2811.05,2877.98,2795.72,2868.85,000,2868.85
2010-07-19,2682.47,2793.08,2682.47,2793.08,000,2793.08
2010-07-12,2676.22,2676.22,2608.52,2616.13,000,2616.13
2010-07-05,2512.65,2647.10,2512.65,2647.10,000,2647.10
2010-06-28,2716.78,2716.78,2526.07,2534.10,000,2534.10
2010-06-21,2780.66,2783.72,2736.29,2736.29,000,2736.29
2010-06-17,2742.73,2742.73,2696.17,2696.17,000,2696.17
2010-06-07,2695.72,2782.13,2695.72,2758.87,000,2758.87
2010-05-31,2773.26,2773.26,2736.08,2744.39,000,2744.39
2010-05-24,2873.47,2873.47,2813.94,2850.30,000,2850.30
2010-05-17,2714.72,2771.35,2714.72,2768.79,000,2768.79
2010-05-10,2858.23,2886.91,2800.82,2868.02,000,2868.02
2010-05-04,3019.45,3036.39,2836.79,2836.79,000,2836.79
2010-04-26,3172.00,3172.00,3060.06,3067.36,000,3067.36
2010-04-19,3176.42,3236.68,3173.37,3190.00,000,3190.00
2010-04-12,3351.48,3403.71,3351.48,3356.33,000,3356.33
2010-04-06,3405.15,3405.15,3346.74,3379.17,000,3379.17
2010-03-29,3358.54,3407.35,3345.61,3407.35,000,3407.35
2010-03-22,3302.63,3302.63,3229.13,3275.00,000,3275.00
2010-03-15,3183.18,3293.87,3183.18,3293.87,000,3293.87
2010-03-08,3286.18,3305.86,3233.13,3233.13,000,3233.13
2010-03-01,3324.42,3335.08,3250.57,3259.76,000,3259.76
2010-02-22,3233.34,3292.13,3198.63,3281.67,000,3281.67
2010-02-15,3251.28,3251.28,3251.28,3251.28,000,3251.28
2010-02-08,3150.99,3251.28,3150.99,3251.28,000,3251.28
2010-02-01,3152.71,3230.72,3146.19,3153.09,000,3153.09
2010-01-25,3328.01,3328.01,3198.57,3204.16,000,3204.16
2010-01-18,3500.68,3507.48,3366.20,3366.20,000,3366.20
2010-01-11,3482.05,3534.92,3421.14,3482.74,000,3482.74
2010-01-04,3535.23,3564.04,3471.46,3480.13,000,3480.13
2009-12-28,3478.43,3575.68,3478.43,3575.68,000,3575.68
2009-12-21,3396.62,3438.82,3305.54,3424.78,000,3424.78
2009-12-14,3612.75,3612.75,3391.74,3391.74,000,3391.74
2009-12-07,3668.83,3668.83,3554.48,3575.02,000,3575.02
2009-11-30,3511.67,3643.49,3511.67,3643.49,000,3643.49
2009-11-23,3665.51,3665.51,3382.51,3382.51,000,3382.51
2009-11-16,3625.80,3642.44,3625.80,3631.01,000,3631.01
2009-11-09,3495.79,3518.72,3495.67,3518.72,000,3518.72
2009-11-02,3392.80,3483.02,3392.80,3483.02,000,3483.02
2009-10-26,3414.24,3414.24,3247.05,3280.37,000,3280.37
2009-10-19,3329.16,3413.25,3329.16,3413.25,000,3413.25
2009-10-12,3151.63,3241.71,3151.63,3241.71,000,3241.71
2009-10-05,3004.80,3163.71,3004.80,3163.71,000,3163.71
2009-09-28,2972.64,3004.80,2972.29,3004.80,000,3004.80
2009-09-21,3208.60,3208.60,3058.53,3058.53,000,3058.53
2009-09-14,3293.39,3320.10,3199.69,3199.69,000,3199.69
2009-09-07,3104.21,3238.13,3104.21,3238.13,000,3238.13
2009-08-31,2830.27,3077.14,2830.27,3077.14,000,3077.14
2009-08-24,3229.60,3229.60,3046.78,3046.78,000,3046.78
2009-08-17,3140.27,3203.62,3014.57,3203.62,000,3203.62
2009-08-10,3544.54,3556.38,3344.46,3344.46,000,3344.46
2009-08-03,3787.03,3787.03,3555.09,3555.09,000,3555.09
2009-07-27,3743.63,3755.82,3558.51,3734.62,000,3734.62
2009-07-20,3591.12,3667.56,3539.83,3667.56,000,3667.56
2009-07-13,3361.01,3519.81,3361.01,3519.81,000,3519.81
2009-07-06,3374.75,3398.31,3340.49,3398.31,000,3398.31
2009-06-29,3179.97,3327.14,3166.47,3327.14,000,3327.14
2009-06-22,3082.56,3128.42,3082.56,3128.42,000,3128.42
2009-06-15,2966.19,3080.00,2961.22,3080.00,000,3080.00
2009-06-08,2948.48,2989.59,2906.29,2906.29,000,2906.29
2009-06-01,2858.34,2953.75,2858.34,2939.31,000,2939.31
2009-05-25,2752.72,2759.71,2719.76,2759.71,000,2759.71
2009-05-18,2810.57,2840.08,2740.68,2740.68,000,2740.68
2009-05-11,2725.32,2814.00,2725.32,2796.12,000,2796.12
2009-05-04,2714.30,2789.22,2714.30,2789.22,000,2789.22
2009-04-27,2513.29,2622.93,2513.29,2622.93,000,2622.93
2009-04-20,2707.67,2707.67,2572.89,2572.89,000,2572.89
2009-04-13,2656.52,2687.11,2650.69,2650.69,000,2650.69
2009-04-06,2570.50,2595.53,2479.35,2595.53,000,2595.53
2009-03-30,2484.49,2576.40,2484.49,2570.50,000,2570.50
2009-03-23,2439.40,2498.93,2401.33,2498.93,000,2498.93
2009-03-16,2241.61,2382.56,2241.61,2379.84,000,2379.84
2009-03-09,2202.53,2240.78,2202.53,2205.42,000,2205.42
2009-03-02,2164.67,2304.92,2142.15,2286.58,000,2286.58
2009-02-23,2410.48,2410.48,2140.49,2140.49,000,2140.49
2009-02-16,2462.25,2462.25,2275.84,2344.32,000,2344.32
