Date,Open,High,Low,Close,Volume,Adj Close
2017-02-27,2365.22998,2371.540039,2358.959961,2363.639893,3896375000,2363.639893
2017-02-21,2354.909912,2368.26001,2352.870117,2367.340088,3723820000,2367.340088
2017-02-13,2321.719971,2351.310059,2321.419922,2351.159912,3566332000,2351.159912
2017-02-06,2294.280029,2319.22998,2285.379883,2316.100098,3464088000,2316.100098
2017-01-30,2286.01001,2298.310059,2267.209961,2297.419922,3800202000,2297.419922
2017-01-23,2267.780029,2300.98999,2257.02002,2294.689941,3511188000,2294.689941
2017-01-17,2269.139893,2276.959961,2258.409912,2271.310059,3397795000,2271.310059
2017-01-09,2273.590088,2279.27002,2254.25,2274.639893,3404042000,2274.639893
2017-01-03,2251.570068,2282.100098,2245.129883,2276.97998,3659282500,2276.97998
2016-12-27,2266.22998,2273.820068,2233.620117,2238.830078,2346677500,2238.830078
2016-12-19,2259.23999,2272.560059,2256.080078,2263.790039,2859250000,2263.790039
2016-12-12,2258.830078,2277.530029,2248.439941,2258.070068,4477522000,2258.070068
2016-12-05,2200.649902,2259.800049,2199.969971,2259.530029,4067486000,2259.530029
2016-11-28,2210.209961,2214.100098,2187.439941,2191.949951,4317886000,2191.949951
2016-11-21,2186.429932,2213.350098,2186.429932,2213.350098,3142047500,2213.350098
2016-11-14,2165.639893,2189.889893,2156.080078,2181.899902,4224642000,2181.899902
2016-11-07,2100.590088,2182.300049,2100.590088,2164.449951,5071366000,2164.449951
2016-10-31,2129.780029,2133.25,2083.790039,2085.179932,4085548000,2085.179932
2016-10-24,2148.50,2154.790039,2119.360107,2126.409912,3821640000,2126.409912
2016-10-17,2132.949951,2148.439941,2124.429932,2141.159912,3229816000,2141.159912
2016-10-10,2160.389893,2169.600098,2114.719971,2132.97998,3228104000,2132.97998
2016-10-03,2164.330078,2165.860107,2144.01001,2153.73999,3575286000,2153.73999
2016-09-26,2158.540039,2175.300049,2141.550049,2168.27002,3793592000,2168.27002
2016-09-19,2143.98999,2179.98999,2135.909912,2164.689941,3377168000,2164.689941
2016-09-12,2120.860107,2163.300049,2119.120117,2139.159912,4040866000,2139.159912
2016-09-06,2181.610107,2187.870117,2127.810059,2127.810059,3682217500,2127.810059
2016-08-29,2170.189941,2184.870117,2157.090088,2179.97998,3182242000,2179.97998
2016-08-22,2181.580078,2193.419922,2160.389893,2169.040039,3055794000,2169.040039
2016-08-15,2186.080078,2193.810059,2168.50,2183.870117,3209842000,2183.870117
2016-08-08,2183.76001,2188.449951,2172.00,2184.050049,3268124000,2184.050049
2016-08-01,2173.149902,2182.870117,2147.580078,2182.870117,3702708000,2182.870117
2016-07-25,2173.709961,2177.090088,2159.070068,2173.600098,3639634000,2173.600098
2016-07-18,2162.040039,2175.629883,2159.01001,2175.030029,3130338000,2175.030029
2016-07-11,2131.719971,2169.050049,2131.719971,2161.73999,3488338000,2161.73999
2016-07-05,2095.050049,2131.709961,2074.02002,2129.899902,3694952500,2129.899902
2016-06-27,2031.449951,2108.709961,1991.680054,2102.949951,4428096000,2102.949951
2016-06-20,2075.580078,2113.320068,2032.569946,2037.410034,4152773900,2037.410034
2016-06-13,2091.75,2098.120117,2050.370117,2071.219971,3855486000,2071.219971
2016-06-06,2100.830078,2120.550049,2089.959961,2096.070068,3468828000,2096.070068
2016-05-31,2100.129883,2105.26001,2085.100098,2099.129883,3825020000,2099.129883
2016-05-23,2052.22998,2099.060059,2047.26001,2099.060059,3370424000,2099.060059
2016-05-16,2046.530029,2071.879883,2025.910034,2052.320068,3813212000,2052.320068
2016-05-09,2057.550049,2084.870117,2043.130005,2046.609985,3714614000,2046.609985
2016-05-02,2067.169922,2083.419922,2039.449951,2057.139893,3975588000,2057.139893
2016-04-25,2089.370117,2099.889893,2052.280029,2065.300049,3998320000,2065.300049
2016-04-18,2078.830078,2111.050049,2073.649902,2091.580078,3872892000,2091.580078
2016-04-11,2050.22998,2087.840088,2039.73999,2080.72998,3893346000,2080.72998
2016-04-04,2073.189941,2074.02002,2033.800049,2047.599976,3710442000,2047.599976
2016-03-28,2037.890015,2075.070068,2028.310059,2072.780029,3537400000,2072.780029
2016-03-21,2047.880005,2056.600098,2022.48999,2035.939941,3460572500,2035.939941
2016-03-14,2019.27002,2052.360107,2005.22998,2049.580078,4427754000,2049.580078
2016-03-07,1996.109985,2022.369995,1969.25,2022.189941,4420672000,2022.189941
2016-02-29,1947.130005,2009.130005,1931.810059,1999.98999,5041234000,1999.98999
2016-02-22,1924.439941,1962.959961,1891.00,1948.050049,4145866000,1948.050049
2016-02-16,1871.439941,1930.680054,1871.439941,1917.780029,4540387500,1917.780029
2016-02-08,1873.25,1881.599976,1810.099976,1864.780029,5097714000,1864.780029
2016-02-01,1936.939941,1947.199951,1872.22998,1880.050049,4816386000,1880.050049
2016-01-25,1906.280029,1940.23999,1872.699951,1940.23999,4740788000,1940.23999
2016-01-19,1888.660034,1908.849976,1812.290039,1906.900024,5331247500,1906.900024
2016-01-11,1926.119995,1950.329956,1857.829956,1880.329956,5058230000,1880.329956
2016-01-04,2038.199951,2038.199951,1918.459961,1922.030029,4417938000,1922.030029
2015-12-28,2057.77002,2081.560059,2043.619995,2043.939941,2514317500,2043.939941
2015-12-21,2010.27002,2067.360107,2005.930054,2060.98999,3044272500,2060.98999
2015-12-14,2013.369995,2076.719971,1993.26001,2005.550049,4922378000,2005.550049
2015-12-07,2090.419922,2090.419922,2008.800049,2012.369995,4123770000,2012.369995
2015-11-30,2090.949951,2104.27002,2042.349976,2091.689941,4085838000,2091.689941
2015-11-23,2089.409912,2095.610107,2070.290039,2090.110107,2948172500,2090.110107
2015-11-16,2022.079956,2097.060059,2019.390015,2089.169922,3930538000,2089.169922
2015-11-09,2096.560059,2096.560059,2022.02002,2023.040039,3938264000,2023.040039
2015-11-02,2080.76001,2116.47998,2080.76001,2099.199951,4106372000,2099.199951
2015-10-26,2075.080078,2094.320068,2058.840088,2079.360107,4113186000,2079.360107
2015-10-19,2031.72998,2079.73999,2017.219971,2075.149902,3757184000,2075.149902
2015-10-12,2015.650024,2033.540039,1990.72998,2033.109985,3456296000,2033.109985
2015-10-05,1954.329956,2020.130005,1954.329956,2014.890015,4169880000,2014.890015
2015-09-28,1929.180054,1951.359985,1871.910034,1951.359985,4269258000,1951.359985
2015-09-21,1960.839966,1979.640015,1908.920044,1931.339966,3616308000,1931.339966
2015-09-14,1963.060059,2020.859985,1948.27002,1958.030029,4015154000,1958.030029
2015-09-08,1927.300049,1988.630005,1927.300049,1961.050049,3511420000,1961.050049
2015-08-31,1986.72998,1986.72998,1903.069946,1921.219971,3743472000,1921.219971
2015-08-24,1965.150024,1993.47998,1867.01001,1988.869995,5217994000,1988.869995
2015-08-17,2089.699951,2103.469971,1970.890015,1970.890015,3654262000,1970.890015
2015-08-10,2080.97998,2105.350098,2052.090088,2091.540039,3501872000,2091.540039
2015-08-03,2104.48999,2112.659912,2067.909912,2077.570068,3768210000,2077.570068
2015-07-27,2078.189941,2114.23999,2063.52002,2103.840088,3850828000,2103.840088
2015-07-20,2126.850098,2132.820068,2077.090088,2079.649902,3585296000,2079.649902
2015-07-13,2080.030029,2128.909912,2080.030029,2126.639893,3190098000,2126.639893
2015-07-06,2073.949951,2083.73999,2044.02002,2076.620117,3613136000,2076.620117
2015-06-29,2098.629883,2098.629883,2056.320068,2076.780029,3620325000,2076.780029
2015-06-22,2112.50,2129.870117,2095.379883,2101.48999,3492754000,2101.48999
2015-06-15,2091.340088,2126.649902,2072.48999,2109.98999,3434776000,2109.98999
2015-06-08,2092.340088,2115.02002,2072.139893,2094.110107,3042810000,2094.110107
2015-06-01,2108.639893,2121.919922,2085.669922,2092.830078,3120956000,2092.830078
2015-05-26,2125.340088,2126.219971,2099.179932,2107.389893,3344457500,2107.389893
2015-05-18,2121.300049,2134.719971,2120.01001,2126.060059,2970484000,2126.060059
2015-05-11,2115.560059,2123.889893,2085.570068,2122.72998,3164854000,2122.72998
2015-05-04,2110.22998,2120.949951,2067.929932,2116.100098,3550764000,2116.100098
2015-04-27,2119.290039,2125.919922,2077.590088,2108.290039,3789812000,2108.290039
2015-04-20,2084.110107,2120.919922,2084.110107,2117.689941,3320900000,2117.689941
2015-04-13,2102.030029,2111.909912,2072.370117,2081.179932,3457034000,2081.179932
2015-04-06,2064.870117,2102.610107,2056.52002,2102.060059,2668474000,2102.060059
2015-03-30,2064.110107,2088.969971,2048.379883,2066.959961,3233367500,2066.959961
2015-03-23,2107.98999,2114.860107,2045.50,2061.02002,3299628000,2061.02002
2015-03-16,2055.350098,2113.919922,2055.350098,2108.100098,3900998000,2108.100098
2015-03-09,2072.25,2083.48999,2039.689941,2053.399902,3465796000,2053.399902
2015-03-02,2105.22998,2117.52002,2067.27002,2071.26001,3409900000,2071.26001
2015-02-23,2109.830078,2119.590088,2103.00,2104.50,3312386000,2104.50
2015-02-17,2096.469971,2110.610107,2085.439941,2110.300049,3315117500,2110.300049
2015-02-09,2053.469971,2097.030029,2041.880005,2096.98999,3626410000,2096.98999
2015-02-02,1996.670044,2072.399902,1980.900024,2055.469971,4164222000,2055.469971
2015-01-26,2050.419922,2057.620117,1989.180054,1994.98999,3905778000,1994.98999
2015-01-20,2020.76001,2064.620117,2004.48999,2051.820068,3856005000,2051.820068
2015-01-12,2046.130005,2056.929932,1988.119995,2019.420044,4055114000,2019.420044
2015-01-05,2054.439941,2064.429932,1992.439941,2044.810059,3872572000,2044.810059
2014-12-29,2087.629883,2093.550049,2046.040039,2058.199951,2551852500,2058.199951
2014-12-22,2069.280029,2092.699951,2069.280029,2088.77002,2391420000,2088.77002
2014-12-15,2005.030029,2077.850098,1972.560059,2070.649902,5086390000,2070.649902
2014-12-08,2074.840088,2075.780029,2002.329956,2002.329956,3992236000,2002.329956
2014-12-01,2065.780029,2079.469971,2049.570068,2075.370117,3657260000,2075.370117
2014-11-24,2065.070068,2075.76001,2064.75,2067.560059,2942725000,2067.560059
2014-11-17,2038.290039,2071.459961,2034.459961,2063.50,3400928000,2063.50
2014-11-10,2032.01001,2046.180054,2030.170044,2039.819946,3234462000,2039.819946
2014-11-03,2018.209961,2034.26001,2001.01001,2031.920044,3730468000,2031.920044
2014-10-27,1962.969971,2018.189941,1951.369995,2018.050049,3762182000,2018.050049
2014-10-20,1885.619995,1965.27002,1882.300049,1964.579956,3589572000,1964.579956
2014-10-13,1905.650024,1912.089966,1820.660034,1886.76001,4962132000,1886.76001
2014-10-06,1970.01001,1977.839966,1906.050049,1906.130005,4072602000,1906.130005
2014-09-29,1978.959961,1985.170044,1926.030029,1967.900024,3761592000,1967.900024
2014-09-22,2009.079956,2009.079956,1965.98999,1982.849976,3229072000,1982.849976
2014-09-15,1986.040039,2019.26001,1978.47998,2010.400024,3452364000,2010.400024
2014-09-08,2007.170044,2007.170044,1980.26001,1985.540039,2946522000,1985.540039
2014-09-02,2004.069946,2011.170044,1990.099976,2007.709961,2880167500,2007.709961
2014-08-25,1991.73999,2005.040039,1990.52002,2003.369995,2314342000,2003.369995
2014-08-18,1958.359985,1994.76001,1958.359985,1988.400024,2562950000,1988.400024
2014-08-11,1933.430054,1964.040039,1928.290039,1955.060059,2749490000,1955.060059
