Date,SHIBOR
6/15/2015,3.098
6/16/2015,3.099
6/17/2015,3.108
6/18/2015,3.308
6/19/2015,3.359
6/23/2015,3.361
6/24/2015,3.446
6/25/2015,3.571
6/26/2015,3.634
6/29/2015,3.58
6/30/2015,3.521
7/1/2015,3.373
7/2/2015,3.314
7/3/2015,3.274
7/6/2015,3.215
7/7/2015,3.181
7/8/2015,3.155
7/9/2015,3.14
7/10/2015,3.125
7/13/2015,3.109
7/14/2015,3.102
7/15/2015,3.0785
7/16/2015,3.053
7/17/2015,3.051
7/20/2015,3.0322
7/21/2015,3.017
7/22/2015,3.018
7/23/2015,3.02
7/24/2015,3.012
7/27/2015,3.037
7/28/2015,3.03
7/29/2015,3.013
7/30/2015,3.008
7/31/2015,2.988
8/3/2015,2.971
8/4/2015,2.904
8/5/2015,2.844
8/6/2015,2.799
8/7/2015,2.754
8/10/2015,2.711
8/11/2015,2.668
8/12/2015,2.646
8/13/2015,2.646
8/14/2015,2.671
8/17/2015,2.691
8/18/2015,2.699
8/19/2015,2.707
8/20/2015,2.759
8/21/2015,2.789
8/24/2015,2.81
8/25/2015,2.858
8/26/2015,2.951
8/27/2015,2.958
8/28/2015,2.999
8/31/2015,3.034
9/1/2015,3.052
9/2/2015,3.052
9/6/2015,3.05
9/7/2015,3.04
9/8/2015,3.018
9/9/2015,3.01
9/10/2015,3.008
9/11/2015,3.005
9/14/2015,3.003
9/15/2015,3.005
9/16/2015,3.018
9/17/2015,3.037
9/18/2015,3.053
9/21/2015,3.071
9/22/2015,3.075
9/23/2015,3.086
9/24/2015,3.094
9/25/2015,3.087
9/28/2015,3.088
9/29/2015,3.091
9/30/2015,3.091
10/8/2015,3.092
10/9/2015,3.095
10/10/2015,3.095
10/12/2015,3.094
10/13/2015,3.09
10/14/2015,3.087
10/15/2015,3.074
10/16/2015,3.066
10/19/2015,3.057
10/20/2015,3.049
10/21/2015,3.034
10/22/2015,3.03
10/23/2015,3.023
10/26/2015,2.888
10/27/2015,2.824
10/28/2015,2.796
10/29/2015,2.786
10/30/2015,2.7645
11/2/2015,2.755
11/3/2015,2.747
11/4/2015,2.737
11/5/2015,2.733
11/6/2015,2.719
11/9/2015,2.711
11/10/2015,2.706
11/11/2015,2.705
11/12/2015,2.7
11/13/2015,2.697
11/16/2015,2.697
11/17/2015,2.692
11/18/2015,2.695
11/19/2015,2.698
11/20/2015,2.7
11/23/2015,2.701
11/24/2015,2.7
11/25/2015,2.7
11/26/2015,2.7
11/27/2015,2.7
11/30/2015,2.7
12/1/2015,2.7
12/2/2015,2.7
12/3/2015,2.7
12/4/2015,2.7
12/7/2015,2.7
12/8/2015,2.7
12/9/2015,2.7
12/10/2015,2.701
12/11/2015,2.701
12/14/2015,2.7
12/15/2015,2.721
12/16/2015,2.742
12/17/2015,2.762
12/18/2015,2.822
12/21/2015,2.891
12/22/2015,2.944
12/23/2015,2.987
12/24/2015,3
12/25/2015,3.004
12/28/2015,3.0065
12/29/2015,3.005
12/30/2015,3.004
12/31/2015,3.002
1/4/2016,3.001
1/5/2016,3.001
1/6/2016,3
1/7/2016,2.9995
1/8/2016,2.999
1/11/2016,2.998
1/12/2016,2.998
1/13/2016,2.967
1/14/2016,2.931
1/15/2016,2.899
1/18/2016,2.886
1/19/2016,2.881
1/20/2016,2.874
1/21/2016,2.918
1/22/2016,2.99
1/25/2016,3.019
1/26/2016,3.057
1/27/2016,3.092
1/28/2016,3.134
1/29/2016,3.168
2/1/2016,3.127
2/2/2016,3.101
2/3/2016,3.095
2/4/2016,3.089
2/5/2016,3.079
2/6/2016,3.044
2/14/2016,2.999
2/15/2016,2.979
2/16/2016,2.957
2/17/2016,2.938
2/18/2016,2.884
2/19/2016,2.839
2/22/2016,2.801
2/23/2016,2.775
2/24/2016,2.759
2/25/2016,2.757
2/26/2016,2.785
2/29/2016,2.8
3/1/2016,2.795
3/2/2016,2.738
3/3/2016,2.716
3/4/2016,2.703
3/7/2016,2.696
3/8/2016,2.689
3/9/2016,2.683
3/10/2016,2.678
3/11/2016,2.666
3/14/2016,2.659
3/15/2016,2.659
3/16/2016,2.6585
3/17/2016,2.662
3/18/2016,2.662
3/21/2016,2.692
3/22/2016,2.699
3/23/2016,2.7025
3/24/2016,2.704
3/25/2016,2.702
3/28/2016,2.706
3/29/2016,2.729
3/30/2016,2.7665
3/31/2016,2.807
4/1/2016,2.816
4/5/2016,2.8212
4/6/2016,2.8068
4/7/2016,2.8
4/8/2016,2.798
4/11/2016,2.797
4/12/2016,2.797
4/13/2016,2.799
4/14/2016,2.799
4/15/2016,2.799
4/18/2016,2.799
4/19/2016,2.8
4/20/2016,2.803
4/21/2016,2.8055
4/22/2016,2.8115
4/25/2016,2.823
4/26/2016,2.829
4/27/2016,2.833
4/28/2016,2.8415
4/29/2016,2.853
5/3/2016,2.8489
5/4/2016,2.845
5/5/2016,2.846
5/6/2016,2.842
5/9/2016,2.841
5/10/2016,2.841
5/11/2016,2.838
5/12/2016,2.835
5/13/2016,2.834
5/16/2016,2.834
5/17/2016,2.835
5/18/2016,2.839
5/19/2016,2.837
5/20/2016,2.839
5/23/2016,2.84
5/24/2016,2.842
5/25/2016,2.842
5/26/2016,2.845
5/27/2016,2.846
5/30/2016,2.846
5/31/2016,2.846
6/1/2016,2.842
6/2/2016,2.838
6/3/2016,2.835
6/6/2016,2.839
6/7/2016,2.838
6/8/2016,2.838
6/12/2016,2.842
6/13/2016,2.844
6/14/2016,2.844
6/15/2016,2.844
6/16/2016,2.8535
6/17/2016,2.859
6/20/2016,2.8675
6/21/2016,2.8728
6/22/2016,2.8768
6/23/2016,2.8813
6/24/2016,2.8852
6/27/2016,2.8886
6/28/2016,2.8899
6/29/2016,2.89
6/30/2016,2.887
7/1/2016,2.877
7/4/2016,2.869
7/5/2016,2.86
7/6/2016,2.856
7/7/2016,2.8535
7/8/2016,2.8495
7/11/2016,2.845
7/12/2016,2.837
7/13/2016,2.823
7/14/2016,2.81
7/15/2016,2.803
7/18/2016,2.799
7/19/2016,2.795
7/20/2016,2.794
7/21/2016,2.786
7/22/2016,2.784
7/25/2016,2.78
7/26/2016,2.779
7/27/2016,2.777
7/28/2016,2.775
7/29/2016,2.773
8/1/2016,2.7665
8/2/2016,2.761
8/3/2016,2.755
8/4/2016,2.739
8/5/2016,2.729
8/8/2016,2.721
8/9/2016,2.714
8/10/2016,2.709
8/11/2016,2.705
8/12/2016,2.705
8/15/2016,2.7056
8/16/2016,2.702
8/17/2016,2.698
8/18/2016,2.696
8/19/2016,2.696
8/22/2016,2.6978
8/23/2016,2.696
8/24/2016,2.6976
8/25/2016,2.6998
8/26/2016,2.697
8/29/2016,2.696
8/30/2016,2.696
8/31/2016,2.696
9/1/2016,2.696
9/2/2016,2.69
9/5/2016,2.686
9/6/2016,2.682
9/7/2016,2.677
9/8/2016,2.6745
9/9/2016,2.677
9/12/2016,2.6767
9/13/2016,2.6792
9/14/2016,2.686
9/18/2016,2.6896
9/19/2016,2.695
9/20/2016,2.699
9/21/2016,2.7069
9/22/2016,2.7177
9/23/2016,2.7298
9/26/2016,2.733
9/27/2016,2.7353
9/28/2016,2.7396
9/29/2016,2.743
9/30/2016,2.741
10/8/2016,2.736
10/9/2016,2.73
10/10/2016,2.725
10/11/2016,2.718
10/12/2016,2.7148
10/13/2016,2.7125
10/14/2016,2.711
10/17/2016,2.7101
10/18/2016,2.7121
10/19/2016,2.7133
10/20/2016,2.7213
10/21/2016,2.7242
10/24/2016,2.7245
10/25/2016,2.7265
10/26/2016,2.7347
10/27/2016,2.7365
10/28/2016,2.7427
10/31/2016,2.7453
11/1/2016,2.7486
11/2/2016,2.7509
11/3/2016,2.749
11/4/2016,2.7489
11/7/2016,2.7489
11/8/2016,2.747
11/9/2016,2.745
11/10/2016,2.746
11/11/2016,2.7476
11/14/2016,2.7508
11/15/2016,2.7511
11/16/2016,2.7545
11/17/2016,2.7608
11/18/2016,2.7739
11/21/2016,2.7894
11/22/2016,2.799
11/23/2016,2.8089
11/24/2016,2.8199
11/25/2016,2.826
11/28/2016,2.8446
11/29/2016,2.8565
11/30/2016,2.8697
12/1/2016,2.893
12/2/2016,2.9163
12/5/2016,2.9457
12/6/2016,2.9756
12/7/2016,2.9996
12/8/2016,3.03
12/9/2016,3.056
12/12/2016,3.0756
12/13/2016,3.0916
12/14/2016,3.1072
12/15/2016,3.1245
12/16/2016,3.1545
12/19/2016,3.1695
12/20/2016,3.2
12/21/2016,3.221
12/22/2016,3.2371
12/23/2016,3.2558
12/26/2016,3.2716
12/27/2016,3.2842
12/28/2016,3.2945
12/29/2016,3.2988
12/30/2016,3.3059
1/3/2017,3.3126
1/4/2017,3.3223
1/5/2017,3.3578
1/6/2017,3.4101
1/9/2017,3.4738
1/10/2017,3.5314
1/11/2017,3.5662
1/12/2017,3.6387
1/13/2017,3.6718
1/16/2017,3.6852
1/17/2017,3.7116
1/18/2017,3.7502
1/19/2017,3.7951
1/20/2017,3.8196
1/22/2017,3.808
1/23/2017,3.8118
1/24/2017,3.8142
1/25/2017,3.8295
1/26/2017,3.851
2/3/2017,3.8761
2/4/2017,3.8907
2/6/2017,3.9031
2/7/2017,3.9304
2/8/2017,3.9601
2/9/2017,3.9839
2/10/2017,3.9938
2/13/2017,4.0052
2/14/2017,4.016
2/15/2017,4.0312
2/16/2017,4.0516
2/17/2017,4.0652
2/20/2017,4.075
2/21/2017,4.082
2/22/2017,4.085
2/23/2017,4.093
2/24/2017,4.091
2/27/2017,4.082
2/28/2017,4.08
