DATE,USD1MTD156N
2005-01-01,3.38761
2006-01-01,5.09528
2007-01-01,5.24747
2008-01-01,2.68341
2009-01-01,0.33308
2010-01-01,0.27339
2011-01-01,0.23255
2012-01-01,0.23627
2013-01-01,0.18840
2014-01-01,0.15503
2015-01-01,0.20071
2016-01-01,0.49627
