Date,CSI300,S&P500
4/20/10,3173.37,1202.26001
4/21/10,3236.68,1173.599976
4/22/10,3201.54,1165.869995
4/23/10,3190,1128.150024
4/26/10,3172,1110.880005
4/27/10,3108.41,1159.72998
4/28/10,3097.35,1155.790039
4/29/10,3060.06,1171.670044
4/30/10,3067.36,1157.439941
5/4/10,3019.45,1135.680054
5/5/10,3036.39,1136.939941
5/6/10,2896.86,1120.800049
5/7/10,2836.79,1115.050049
5/10/10,2858.23,1071.589966
5/11/10,2800.82,1087.689941
5/12/10,2818.16,1073.650024
5/13/10,2886.91,1074.030029
5/14/10,2868.02,1067.949951
5/17/10,2714.72,1103.060059
5/18/10,2771.35,1089.410034
5/19/10,2762.17,1070.709961
5/20/10,2726.02,1098.380005
5/21/10,2768.79,1102.829956
5/24/10,2873.47,1064.880005
5/25/10,2813.94,1050.469971
5/26/10,2813.94,1062
5/27/10,2859.98,1055.689941
5/28/10,2850.3,1086.839966
5/31/10,2773.26,1091.599976
6/1/10,2744.16,1089.630005
6/2/10,2757.53,1115.22998
6/3/10,2736.08,1114.609985
6/4/10,2744.39,1116.040039
6/7/10,2695.72,1117.51001
6/8/10,2699.34,1113.199951
6/9/10,2782.13,1095.310059
6/10/10,2750.02,1092.040039
6/11/10,2758.87,1073.689941
6/17/10,2742.73,1076.76001
6/18/10,2696.17,1074.569946
6/21/10,2780.66,1041.23999
6/22/10,2783.72,1030.709961
6/23/10,2758.5,1027.369995
6/24/10,2757.5,1022.580017
6/25/10,2736.29,1028.060059
6/28/10,2716.78,1060.27002
6/29/10,2592.02,1070.25
6/30/10,2563.07,1077.959961
7/1/10,2526.07,1078.75
7/2/10,2534.1,1095.339966
7/5/10,2512.65,1095.170044
7/6/10,2562.9,1096.47998
7/7/10,2580.48,1064.880005
7/8/10,2575.92,1071.25
7/9/10,2647.1,1083.47998
7/12/10,2676.22,1069.589966
7/13/10,2634.59,1093.670044
7/14/10,2653.61,1102.660034
7/15/10,2608.52,1115.01001
7/16/10,2616.13,1113.839966
7/19/10,2682.47,1106.130005
7/20/10,2741.5,1101.530029
7/21/10,2747.33,1101.599976
7/22/10,2781.29,1125.859985
7/23/10,2793.08,1120.459961
7/26/10,2811.05,1127.23999
7/27/10,2795.72,1125.810059
7/28/10,2863.72,1121.640015
7/29/10,2877.98,1127.790039
7/30/10,2868.85,1121.060059
8/2/10,2917.27,1089.469971
8/3/10,2865.97,1083.609985
8/4/10,2876.43,1079.25
8/5/10,2850.83,1079.380005
8/6/10,2897.66,1092.540039
8/9/10,2918.24,1094.160034
8/10/10,2832.64,1075.630005
8/11/10,2850.21,1071.689941
8/12/10,2816.39,1067.359985
8/13/10,2855.55,1051.869995
8/16/10,2922.08,1055.329956
8/17/10,2942.29,1047.219971
8/18/10,2937.36,1064.589966
8/19/10,2955.4,1048.920044
8/20/10,2898.33,1049.329956
8/23/10,2896.19,1080.290039
8/24/10,2911.83,1090.099976
8/25/10,2843.02,1104.51001
8/26/10,2850.09,1091.839966
8/27/10,2858.57,1098.869995
8/30/10,2915.01,1104.180054
8/31/10,2903.19,1109.550049
9/1/10,2884.04,1121.900024
9/2/10,2921.39,1121.099976
9/3/10,2920.21,1125.069946
9/6/10,2975.09,1124.660034
9/7/10,2983.11,1125.589966
9/8/10,2980.97,1142.709961
9/9/10,2926.46,1139.780029
9/10/10,2932.55,1134.280029
9/13/10,2962.32,1124.829956
9/14/10,2965.01,1148.670044
9/15/10,2913.19,1142.160034
9/16/10,2857.79,1147.699951
9/17/10,2861.37,1144.72998
9/20/10,2849.83,1141.199951
9/21/10,2857.48,1146.23999
9/27/10,2905.03,1137.030029
9/28/10,2880.91,1160.75
9/29/10,2874.81,1159.969971
9/30/10,2935.57,1158.060059
10/8/10,3044.23,1165.150024
10/11/10,3132.9,1165.319946
10/12/10,3172.73,1169.77002
10/13/10,3217.58,1178.099976
10/14/10,3224.14,1173.810059
10/15/10,3327.68,1176.189941
10/18/10,3306.16,1184.709961
10/19/10,3375.67,1165.900024
10/20/10,3396.88,1178.170044
10/21/10,3374.69,1180.26001
10/22/10,3378.66,1183.079956
10/25/10,3481.08,1185.619995
10/26/10,3466.08,1185.640015
10/27/10,3403.87,1182.449951
10/28/10,3397.69,1183.780029
10/29/10,3379.98,1183.26001
11/1/10,3473,1184.380005
11/2/10,3463.13,1193.569946
11/3/10,3420.34,1197.959961
11/4/10,3480.5,1221.060059
11/5/10,3520.8,1225.849976
11/8/10,3548.57,1223.25
11/9/10,3523.95,1213.400024
11/10/10,3499.11,1218.709961
11/11/10,3509.98,1213.540039
11/12/10,3291.83,1199.209961
11/15/10,3314.89,1197.75
11/16/10,3169.54,1178.339966
11/17/10,3103.91,1178.589966
11/18/10,3147.96,1196.689941
11/19/10,3178.85,1199.72998
11/22/10,3171.94,1197.839966
11/23/10,3107.18,1180.72998
11/24/10,3177.04,1198.349976
11/25/10,3223.48,1189.400024
11/26/10,3194.85,1187.76001
11/29/10,3190.05,1180.550049
11/30/10,3136.99,1206.069946
12/1/10,3136.02,1221.530029
12/2/10,3155.06,1224.709961
12/3/10,3158.16,1223.119995
12/6/10,3165.57,1223.75
12/7/10,3200.34,1228.280029
12/8/10,3171.88,1233
12/9/10,3123.37,1240.400024
12/10/10,3161.98,1240.459961
12/13/10,3261.06,1241.589966
12/14/10,3269.47,1235.22998
12/15/10,3247.64,1242.869995
12/16/10,3230.67,1243.910034
12/17/10,3225.66,1247.079956
12/20/10,3178.66,1254.599976
12/21/10,3249.51,1258.839966
12/22/10,3215.45,1256.77002
12/23/10,3188.61,1257.540039
12/24/10,3162.96,1258.51001
12/27/10,3099.71,1259.780029
12/28/10,3044.93,1257.880005
12/29/10,3061.83,1257.640015
12/30/10,3064.1,1271.869995
12/31/10,3128.26,1270.199951
1/4/11,3189.68,1276.560059
1/5/11,3175.66,1273.849976
1/6/11,3159.64,1271.5
1/7/11,3166.62,1269.75
1/10/11,3108.19,1274.47998
1/11/11,3124.92,1285.959961
1/12/11,3142.34,1283.76001
1/13/11,3141.28,1293.23999
1/14/11,3091.86,1295.02002
1/17/11,2974.35,1281.920044
1/18/11,2977.65,1280.26001
1/19/11,3044.85,1283.349976
1/20/11,2944.71,1290.839966
1/21/11,2983.46,1291.180054
1/24/11,2954.23,1296.630005
1/25/11,2938.65,1299.540039
1/26/11,2978.43,1276.339966
1/27/11,3026.47,1286.119995
1/28/11,3036.74,1307.589966
1/31/11,3076.51,1304.030029
2/1/11,3077.28,1307.099976
2/9/11,3040.95,1310.869995
2/10/11,3104.16,1319.050049
2/11/11,3120.96,1324.569946
2/14/11,3219.14,1320.880005
2/15/11,3217.67,1321.869995
2/16/11,3248.53,1329.150024
2/17/11,3245.91,1332.319946
2/18/11,3211.88,1328.01001
2/21/11,3257.91,1336.319946
2/22/11,3163.58,1340.430054
2/23/11,3174.74,1343.01001
2/24/11,3190.94,1315.439941
2/25/11,3197.62,1307.400024
2/28/11,3239.56,1306.099976
3/1/11,3254.89,1319.880005
3/2/11,3243.3,1327.219971
3/3/11,3221.72,1306.329956
3/4/11,3270.67,1308.439941
3/7/11,3334.51,1330.969971
3/8/11,3337.46,1321.150024
3/9/11,3338.86,1310.130005
3/10/11,3280.26,1321.819946
3/11/11,3247.38,1320.02002
3/14/11,3262.92,1295.109985
3/15/11,3203.96,1304.280029
3/16/11,3248.2,1296.390015
3/17/11,3197.1,1281.869995
3/18/11,3215.69,1256.880005
3/21/11,3207.11,1273.719971
3/22/11,3222.96,1279.209961
3/23/11,3264.93,1298.380005
3/24/11,3251.36,1293.77002
3/25/11,3294.48,1297.540039
3/28/11,3290.57,1309.660034
3/29/11,3257.98,1313.800049
3/30/11,3256.08,1310.189941
3/31/11,3223.29,1319.439941
4/1/11,3272.73,1328.26001
4/6/11,3311.07,1325.829956
4/7/11,3324.42,1332.410034
4/8/11,3353.36,1332.869995
4/11/11,3333.43,1332.630005
4/12/11,3326.77,1335.540039
4/13/11,3372.03,1333.51001
4/14/11,3353.56,1328.170044
4/15/11,3358.94,1324.459961
4/18/11,3358.89,1314.160034
4/19/11,3295.81,1314.410034
4/20/11,3295.76,1314.52002
4/21/11,3317.37,1319.680054
4/22/11,3299.94,1305.140015
4/25/11,3249.57,1312.619995
4/26/11,3230.96,1330.359985
4/27/11,3209.5,1337.380005
4/28/11,3161.78,1335.25
4/29/11,3192.72,1347.23999
5/3/11,3211.13,1355.660034
5/4/11,3129.03,1360.47998
5/5/11,3126.12,1363.609985
5/6/11,3121.4,1361.219971
5/9/11,3129.76,1356.619995
5/10/11,3153.22,1347.319946
5/11/11,3145.08,1335.099976
5/12/11,3101.6,1340.199951
5/13/11,3128.09,1346.290039
5/16/11,3100.46,1357.160034
5/17/11,3116.03,1342.079956
5/18/11,3139.38,1348.650024
5/19/11,3120.64,1337.77002
5/20/11,3121.6,1329.469971
5/23/11,3022.98,1328.97998
5/24/11,3026.22,1340.680054
5/25/11,2990.34,1343.599976
5/26/11,2978.38,1333.27002
5/27/11,2963.31,1317.369995
5/30/11,2954.51,1316.280029
5/31/11,3001.56,1320.469971
6/1/11,3004.17,1325.689941
6/2/11,2955.71,1331.099976
6/3/11,2986.35,1345.199951
6/7/11,3004.26,1314.550049
6/8/11,3008.65,1312.939941
6/9/11,2951.89,1300.160034
6/10/11,2961.93,1286.170044
6/13/11,2950.35,1284.939941
6/14/11,2993.56,1279.560059
6/15/11,2963.12,1289
6/16/11,2917.58,1270.97998
6/17/11,2892.16,1271.829956
6/20/11,2874.9,1287.869995
6/21/11,2909.07,1265.420044
6/22/11,2908.58,1267.640015
6/23/11,2957.63,1271.5
6/24/11,3027.47,1278.359985
6/27/11,3036.49,1295.52002
6/28/11,3041.73,1287.140015
6/29/11,3000.17,1283.5
6/30/11,3044.09,1268.449951
7/1/11,3049.75,1280.099976
7/4/11,3121.98,1296.670044
7/5/11,3122.5,1307.410034
7/6/11,3113.71,1320.640015
7/7/11,3101.68,1339.670044
7/8/11,3109.18,1337.880005
7/11/11,3113.21,1339.219971
7/12/11,3056.91,1353.219971
7/13/11,3106.25,1343.800049
7/14/11,3115.75,1319.48999
7/15/11,3128.89,1313.640015
7/18/11,3122.6,1317.719971
7/19/11,3095.12,1308.869995
7/20/11,3091.57,1316.140015
7/21/11,3059.14,1305.439941
7/22/11,3067.99,1326.72998
7/25/11,2968.29,1325.839966
7/26/11,2977.77,1343.800049
7/27/11,3000.05,1345.02002
7/28/11,2981,1337.430054
7/29/11,2972.08,1331.939941
8/1/11,2977.07,1304.890015
8/2/11,2956.38,1300.670044
8/3/11,2954.87,1292.280029
8/4/11,2960.31,1286.939941
8/5/11,2897.42,1254.050049
8/8/11,2793.9,1260.339966
8/9/11,2798.19,1200.069946
8/10/11,2824.12,1199.380005
8/11/11,2866.92,1119.459961
8/12/11,2875.36,1172.530029
8/15/11,2917.88,1120.76001
8/16/11,2897.58,1172.640015
8/17/11,2886.01,1178.810059
8/18/11,2834.25,1204.48999
8/19/11,2807.66,1192.76001
8/22/11,2777.79,1193.890015
8/23/11,2821,1140.650024
8/24/11,2810.02,1123.530029
8/25/11,2903.84,1123.819946
8/26/11,2901.22,1162.349976
8/29/11,2852.81,1177.599976
8/30/11,2841.74,1159.27002
8/31/11,2846.78,1176.800049
9/1/11,2834.53,1210.079956
9/2/11,2803.85,1212.920044
9/5/11,2743.82,1218.890015
9/6/11,2723.3,1204.420044
9/7/11,2779.09,1173.969971
9/8/11,2756.1,1165.23999
9/9/11,2751.09,1198.619995
9/13/11,2720.28,1185.900024
9/14/11,2733.11,1154.22998
9/15/11,2729.05,1162.27002
9/16/11,2733.99,1172.869995
9/19/11,2679.27,1188.680054
9/20/11,2689.84,1209.109985
9/21/11,2771.01,1216.01001
9/22/11,2685.69,1204.089966
9/23/11,2669.48,1202.089966
9/26/11,2610.92,1166.76001
9/27/11,2637.88,1129.560059
9/28/11,2610.59,1136.430054
9/29/11,2588.19,1162.949951
9/30/11,2581.35,1175.380005
10/10/11,2557.08,1151.060059
10/11/11,2551.99,1160.400024
10/12/11,2644.76,1131.420044
10/13/11,2662.6,1099.22998
10/14/11,2653.78,1123.949951
10/17/11,2666.95,1144.030029
10/18/11,2592.21,1164.969971
10/19/11,2582.51,1155.459961
10/20/11,2520.53,1194.890015
10/21/11,2507.88,1195.540039
10/24/11,2576.67,1207.25
10/25/11,2625.43,1203.660034
10/26/11,2651.65,1224.579956
10/27/11,2657.48,1200.859985
10/28/11,2709.02,1225.380005
10/31/11,2695.31,1209.880005
11/1/11,2697.53,1215.390015
11/2/11,2742.39,1238.25
11/3/11,2744.3,1254.189941
11/4/11,2763.75,1229.050049
11/7/11,2736.25,1242
11/8/11,2727.71,1284.589966
11/9/11,2751.65,1285.089966
11/10/11,2699.59,1253.300049
11/11/11,2695,1218.280029
11/14/11,2750.2,1237.900024
11/15/11,2744.68,1261.150024
11/16/11,2670.12,1253.22998
11/17/11,2662.02,1261.119995
11/18/11,2606.5,1275.920044
11/21/11,2609.69,1229.099976
11/22/11,2609.48,1239.699951
11/23/11,2584.01,1263.849976
11/24/11,2588.92,1251.780029
11/25/11,2569.97,1257.810059
11/28/11,2573.32,1236.910034
11/29/11,2608.57,1216.130005
11/30/11,2521.52,1215.650024
12/1/11,2583.61,1192.97998
12/2/11,2557.31,1188.040039
12/5/11,2521.39,1161.790039
12/6/11,2516.34,1158.670044
12/7/11,2528.23,1192.550049
12/8/11,2525,1195.189941
12/9/11,2503.46,1246.959961
12/12/11,2477.69,1244.579956
12/13/11,2421.93,1244.280029
12/14/11,2397.48,1257.079956
12/15/11,2340.79,1258.469971
12/16/11,2390.13,1261.01001
12/19/11,2384.41,1234.349976
12/20/11,2377.07,1255.189941
12/21/11,2339.11,1236.469971
12/22/11,2341.33,1225.72998
12/23/11,2359.16,1211.819946
12/26/11,2335.7,1215.75
12/27/11,2305.03,1219.660034
12/28/11,2307.93,1205.349976
12/29/11,2311.36,1241.300049
12/30/11,2345.74,1243.719971
1/2/12,2345.74,1254
1/3/12,2345.74,1265.329956
1/4/12,2298.75,1265.430054
1/5/12,2276.39,1249.640015
1/6/12,2290.6,1263.02002
1/9/12,2368.57,1257.599976
1/10/12,2447.35,1277.060059
1/11/12,2435.61,1277.300049
1/12/12,2435.22,1281.060059
1/13/12,2394.33,1277.810059
1/16/12,2345.65,1280.699951
1/17/12,2460.6,1292.079956
1/18/12,2422.19,1292.47998
1/19/12,2468.35,1295.5
1/20/12,2504.09,1289.089966
1/23/12,2504.09,1293.670044
1/24/12,2504.09,1308.040039
1/25/12,2504.09,1314.5
1/26/12,2504.09,1315.380005
1/27/12,2504.09,1316
1/30/12,2460.72,1314.650024
1/31/12,2464.26,1326.060059
2/1/12,2428.99,1318.430054
2/2/12,2486.24,1316.329956
2/3/12,2506.09,1313.01001
2/6/12,2504.32,1312.410034
2/7/12,2457.95,1324.089966
2/8/12,2528.24,1325.540039
2/9/12,2529.23,1344.900024
2/10/12,2533.62,1344.329956
2/13/12,2531.98,1347.050049
2/14/12,2522.11,1349.959961
2/15/12,2549.61,1351.949951
2/16/12,2536.07,1342.640015
2/17/12,2537.09,1351.77002
2/20/12,2540.71,1350.5
2/21/12,2562.45,1343.22998
2/22/12,2597.48,1358.040039
2/23/12,2606.26,1361.22998
2/24/12,2648.02,1362.209961
2/27/12,2656.57,1357.660034
2/28/12,2662.46,1363.459961
2/29/12,2634.14,1365.73999
3/1/12,2633.34,1367.589966
3/2/12,2679.93,1372.180054
3/5/12,2662.7,1365.680054
3/6/12,2621.05,1374.089966
3/7/12,2603,1369.630005
3/8/12,2635.79,1364.329956
3/9/12,2664.3,1343.359985
3/12/12,2654.4,1352.630005
3/13/12,2681.07,1365.910034
3/14/12,2605.11,1370.869995
3/15/12,2585.55,1371.089966
3/16/12,2623.52,1395.949951
3/19/12,2630.01,1394.280029
3/20/12,2584.45,1402.599976
3/21/12,2587.79,1404.170044
3/22/12,2583.75,1409.75
3/23/12,2552.94,1405.52002
3/26/12,2555.44,1402.890015
3/27/12,2547.14,1392.780029
3/28/12,2474.9,1397.109985
3/29/12,2443.12,1416.51001
3/30/12,2454.9,1412.52002
4/2/12,2454.9,1405.540039
4/3/12,2454.9,1403.280029
4/4/12,2454.9,1408.469971
4/5/12,2512.83,1419.040039
4/6/12,2519.83,1413.380005
4/9/12,2495.15,1398.959961
4/10/12,2519.79,1398.079956
4/11/12,2520.04,1382.199951
4/12/12,2570.44,1358.589966
4/13/12,2580.45,1368.709961
4/16/12,2574.04,1387.569946
4/17/12,2541.88,1370.26001
4/18/12,2599.91,1369.569946
4/19/12,2596.06,1390.780029
4/20/12,2626.84,1385.140015
4/23/12,2606.04,1376.920044
4/24/12,2604.87,1378.530029
4/25/12,2625.99,1366.939941
4/26/12,2631.49,1371.969971
4/27/12,2626.16,1390.689941
4/30/12,2626.16,1399.97998
5/1/12,2626.16,1403.359985
5/2/12,2683.49,1397.910034
5/3/12,2691.52,1405.819946
5/4/12,2715.88,1402.310059
5/7/12,2717.78,1391.569946
5/8/12,2709.12,1369.099976
5/9/12,2657.51,1369.579956
5/10/12,2657.21,1363.719971
5/11/12,2636.92,1354.579956
5/14/12,2615.53,1357.98999
5/15/12,2617.37,1353.390015
5/16/12,2574.65,1338.349976
5/17/12,2613.94,1330.660034
5/18/12,2573.98,1324.800049
5/21/12,2587.23,1304.859985
5/22/12,2627.52,1295.219971
5/23/12,2616.87,1315.98999
5/24/12,2595.26,1316.630005
5/25/12,2573.1,1318.859985
5/28/12,2614.69,1320.680054
5/29/12,2650.85,1317.819946
5/30/12,2642.26,1332.420044
5/31/12,2632.04,1313.319946
6/1/12,2633,1310.329956
6/4/12,2559.03,1278.040039
6/5/12,2558.84,1278.180054
6/6/12,2557.4,1285.5
6/7/12,2542.18,1315.130005
6/8/12,2524.33,1314.98999
6/11/12,2558.26,1325.660034
6/12/12,2540.18,1308.930054
6/13/12,2580.64,1324.180054
6/14/12,2560.42,1314.880005
6/15/12,2568.05,1329.099976
6/18/12,2581.21,1342.839966
6/19/12,2558.62,1344.780029
6/20/12,2552.61,1357.97998
6/21/12,2512.19,1355.689941
6/22/12,2512.19,1325.51001
6/25/12,2456.52,1335.02002
6/26/12,2454.92,1313.719971
6/27/12,2447.2,1319.98999
6/28/12,2425.73,1331.849976
6/29/12,2461.61,1329.040039
7/2/12,2465.24,1362.160034
7/3/12,2468.72,1365.51001
7/4/12,2464.92,1374.02002
7/5/12,2430.37,1367.579956
7/6/12,2472.61,1354.680054
7/9/12,2416.04,1352.459961
7/10/12,2406.71,1341.469971
7/11/12,2425.57,1341.449951
7/12/12,2449.18,1334.76001
7/13/12,2450.63,1356.780029
7/16/12,2399.73,1353.640015
7/17/12,2414.2,1363.670044
7/18/12,2414.33,1372.780029
7/19/12,2424.32,1376.51001
7/20/12,2398.46,1362.660034
7/23/12,2365.43,1350.52002
7/24/12,2375.99,1338.310059
7/25/12,2360.08,1337.890015
7/26/12,2347.49,1360.02002
7/27/12,2349.11,1385.969971
7/30/12,2335.79,1385.300049
7/31/12,2332.92,1379.319946
8/1/12,2358.65,1375.319946
8/2/12,2334.88,1365
8/3/12,2353.74,1390.98999
8/6/12,2385.61,1394.22998
8/7/12,2388.87,1401.349976
8/8/12,2389.79,1402.219971
8/9/12,2411.7,1402.800049
8/10/12,2399.75,1405.869995
8/13/12,2351.93,1404.109985
8/14/12,2357.02,1403.930054
8/15/12,2331.61,1405.530029
8/16/12,2319.67,1415.51001
8/17/12,2313.48,1418.160034
8/20/12,2301.79,1418.130005
8/21/12,2313.7,1413.170044
8/22/12,2295.59,1413.48999
8/23/12,2302.2,1402.079956
8/24/12,2275.68,1411.130005
8/27/12,2228.2,1410.439941
8/28/12,2238.41,1409.300049
8/29/12,2214.81,1410.48999
8/30/12,2211.37,1399.47998
8/31/12,2204.87,1406.579956
9/3/12,2228.37,1404.939941
9/4/12,2204.41,1403.439941
9/5/12,2199.88,1432.119995
9/6/12,2217.82,1437.920044
9/7/12,2317.18,1429.079956
9/10/12,2326.67,1433.560059
9/11/12,2311.89,1436.560059
9/12/12,2320.07,1459.98999
9/13/12,2298.46,1465.77002
9/14/12,2315.54,1461.189941
9/17/12,2258.71,1459.319946
9/18/12,2235.24,1461.050049
9/19/12,2246.24,1460.26001
9/20/12,2195.95,1460.150024
9/21/12,2199.06,1456.890015
9/24/12,2215.52,1441.589966
9/25/12,2210.15,1433.319946
9/26/12,2184.89,1447.150024
9/27/12,2251.72,1440.670044
9/28/12,2293.11,1444.48999
10/1/12,2293.11,1445.75
10/2/12,2293.11,1450.98999
10/3/12,2293.11,1461.400024
10/4/12,2293.11,1460.930054
10/8/12,2270.05,1455.880005
10/9/12,2320.16,1441.47998
10/10/12,2324.12,1432.560059
10/11/12,2302.53,1432.839966
10/12/12,2304.53,1428.589966
10/15/12,2294.86,1440.130005
10/16/12,2298.16,1454.920044
10/17/12,2300.8,1460.910034
10/18/12,2336.08,1457.339966
10/19/12,2332.47,1433.189941
10/22/12,2341.59,1433.819946
10/23/12,2312.08,1413.109985
10/24/12,2307.78,1408.75
10/25/12,2292.01,1412.969971
10/26/12,2247.91,1411.939941
10/29/12,2235.85,1412.160034
10/30/12,2239.88,1427.589966
10/31/12,2254.82,1414.199951
11/1/12,2297.88,1417.26001
11/2/12,2306.77,1428.390015
11/5/12,2301.88,1394.530029
11/6/12,2292.21,1377.51001
11/7/12,2287.5,1379.849976
11/8/12,2245.41,1380.030029
11/9/12,2240.92,1374.530029
11/12/12,2251.85,1355.48999
11/13/12,2212.44,1353.329956
11/14/12,2223.11,1359.880005
11/15/12,2193.62,1386.890015
11/16/12,2177.24,1387.810059
11/19/12,2174.99,1391.030029
11/20/12,2164.88,1409.150024
11/21/12,2194.9,1406.290039
11/22/12,2177.55,1398.939941
11/23/12,2192.68,1409.930054
11/26/12,2175.6,1415.949951
11/27/12,2150.64,1416.180054
11/28/12,2129.16,1409.459961
11/29/12,2115.68,1407.050049
11/30/12,2139.66,1409.280029
12/3/12,2108.85,1413.939941
12/4/12,2131.47,1418.069946
12/5/12,2207.88,1418.550049
12/6/12,2203.6,1427.839966
12/7/12,2246.76,1428.47998
12/10/12,2271.05,1419.449951
12/11/12,2258.5,1413.579956
12/12/12,2267.77,1430.359985
12/13/12,2242.64,1446.790039
12/14/12,2355.86,1435.810059
12/17/12,2366.7,1443.689941
12/18/12,2368.12,1430.150024
12/19/12,2371.11,1426.660034
12/20/12,2384.82,1419.829956
12/21/12,2372,1418.099976
12/24/12,2381.22,1402.430054
12/25/12,2448.4,1426.189941
12/26/12,2457.62,1462.420044
12/27/12,2444.59,1459.369995
12/28/12,2480.05,1466.469971
12/31/12,2522.95,1461.890015
1/1/13,2522.95,1457.150024
1/2/13,2522.95,1461.02002
1/3/13,2522.95,1472.119995
1/4/13,2524.41,1472.050049
1/7/13,2535.99,1470.680054
1/8/13,2525.33,1472.339966
1/9/13,2526.13,1472.630005
1/10/13,2530.57,1480.939941
1/11/13,2483.23,1485.97998
1/14/13,2577.73,1492.560059
1/15/13,2595.86,1494.810059
1/16/13,2577.09,1494.819946
1/17/13,2552.76,1502.959961
1/18/13,2595.44,1500.180054
1/21/13,2610.9,1507.839966
1/22/13,2596.9,1501.959961
1/23/13,2607.46,1498.109985
1/24/13,2582.75,1513.170044
1/25/13,2571.67,1495.709961
1/28/13,2651.86,1511.290039
1/29/13,2675.87,1512.119995
1/30/13,2688.71,1509.390015
1/31/13,2686.88,1517.930054
2/1/13,2743.32,1517.01001
2/4/13,2748.03,1519.430054
2/5/13,2771.68,1520.329956
2/6/13,2775.84,1521.380005
2/7/13,2759.87,1519.790039
2/8/13,2771.73,1530.939941
2/11/13,2771.73,1511.949951
2/13/13,2771.73,1502.420044
2/14/13,2771.73,1515.599976
2/15/13,2771.73,1487.849976
2/18/13,2737.47,1496.939941
2/19/13,2685.61,1515.98999
2/20/13,2702.64,1514.680054
2/21/13,2610.55,1518.199951
2/22/13,2596.6,1525.199951
2/25/13,2604.96,1539.790039
2/26/13,2567.59,1541.459961
2/27/13,2594.68,1544.26001
2/28/13,2673.33,1551.180054
3/1/13,2668.84,1556.219971
3/4/13,2545.72,1552.47998
3/5/13,2622.81,1554.52002
3/6/13,2650.2,1563.22998
3/7/13,2619.48,1560.699951
3/8/13,2606.93,1552.099976
3/11/13,2592.37,1548.339966
3/12/13,2555.61,1558.709961
3/13/13,2527.49,1545.800049
3/14/13,2534.27,1556.890015
3/15/13,2539.87,1551.689941
3/18/13,2502.49,1563.77002
3/19/13,2525.1,1562.849976
3/20/13,2610.17,1569.189941
3/21/13,2614.99,1562.170044
3/22/13,2618.31,1570.25
3/25/13,2613.1,1553.689941
3/26/13,2575.05,1559.97998
3/27/13,2583.53,1553.280029
3/28/13,2499.3,1563.069946
3/29/13,2495.08,1568.609985
4/1/13,2493.19,1587.72998
4/2/13,2486.39,1593.369995
4/3/13,2483.55,1588.849976
4/8/13,2472.3,1552.359985
4/9/13,2489.43,1574.569946
4/10/13,2485.31,1552.01001
4/11/13,2477.88,1541.609985
4/12/13,2462.11,1555.25
4/15/13,2436.82,1562.5
4/16/13,2459.59,1578.780029
4/17/13,2458.47,1578.790039
4/18/13,2464.85,1585.160034
4/19/13,2533.83,1582.23999
4/22/13,2520.73,1593.609985
4/23/13,2449.47,1597.569946
4/24/13,2495.58,1582.699951
4/25/13,2467.88,1597.589966
4/26/13,2447.31,1614.420044
5/2/13,2449.64,1617.5
5/3/13,2492.91,1625.959961
5/6/13,2525.98,1632.689941
5/7/13,2529.94,1626.670044
5/8/13,2542.8,1633.699951
5/9/13,2527.79,1633.77002
5/10/13,2540.84,1650.339966
5/13/13,2530.77,1658.780029
5/14/13,2493.34,1650.469971
5/15/13,2506.93,1667.469971
5/16/13,2552.71,1666.290039
5/17/13,2592.05,1669.160034
5/20/13,2609.61,1655.349976
5/21/13,2614.85,1650.51001
5/22/13,2618.03,1649.599976
5/23/13,2582.85,1660.060059
5/24/13,2597.23,1648.359985
5/27/13,2599.59,1654.410034
5/28/13,2644.36,1630.73999
5/29/13,2642.56,1640.420044
5/30/13,2634.32,1631.380005
5/31/13,2606.43,1608.900024
6/3/13,2602.62,1622.560059
6/4/13,2565.67,1643.380005
6/5/13,2560.54,1642.810059
6/6/13,2527.84,1626.130005
6/7/13,2484.16,1612.52002
6/13/13,2395.3,1636.359985
6/14/13,2416.77,1626.72998
6/17/13,2403.84,1639.040039
6/18/13,2418.75,1651.810059
6/19/13,2400.76,1628.930054
6/20/13,2321.47,1588.189941
6/21/13,2317.39,1592.430054
6/24/13,2171.21,1573.089966
6/25/13,2165.42,1588.030029
6/26/13,2168.3,1603.26001
6/27/13,2160.74,1613.199951
6/28/13,2200.64,1606.280029
7/1/13,2213.32,1614.959961
7/2/13,2221.98,1614.079956
7/3/13,2203.83,1615.410034
7/4/13,2221.98,1631.890015
7/5/13,2226.85,1640.459961
7/8/13,2163.62,1652.319946
7/9/13,2162.67,1652.619995
7/10/13,2224.06,1675.02002
7/11/13,2326.69,1680.189941
7/12/13,2275.37,1682.5
7/15/13,2307.3,1676.26001
7/16/13,2317.85,1680.910034
7/17/13,2282.84,1689.369995
7/18/13,2245.33,1692.089966
7/19/13,2190.48,1695.530029
7/22/13,2202.19,1692.390015
7/23/13,2265.84,1685.939941
7/24/13,2249.15,1690.25
7/25/13,2237.68,1691.650024
7/26/13,2224.01,1685.329956
7/29/13,2175.97,1685.959961
7/30/13,2189.39,1685.72998
7/31/13,2193.02,1706.869995
8/1/13,2245.36,1709.670044
8/2/13,2247.26,1707.140015
8/5/13,2278.33,1697.369995
8/6/13,2293.64,1690.910034
8/7/13,2280.62,1697.47998
8/8/13,2276.78,1691.420044
8/9/13,2286.01,1689.469971
